ID,slug,reward,status,submission_result
3116,can-place-flowers,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '7 ms', 'memory': 18316000, 'display_runtime': '7', 'question_id': '605', 'elapsed_time': 191, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742433677979, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 130, 'total_testcases': 130, 'runtime_percentile': 73.31219999999999, 'status_memory': '18.3 MB', 'memory_percentile': 14.521400000000003, 'pretty_lang': 'Python3', 'submission_id': '1579671698', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3117,remove-duplicates-from-sorted-array-ii,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '82 ms', 'memory': 20252000, 'question_id': '80', 'elapsed_time': 98, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742433733364, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 169, 'total_testcases': 169, 'runtime_percentile': 58.1695, 'status_memory': '20.3 MB', 'memory_percentile': 74.63070000000002, 'pretty_lang': 'Python3', 'submission_id': '1579672165', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3118,edit-distance,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '28 ms', 'memory': 20144000, 'display_runtime': '28', 'question_id': '72', 'elapsed_time': 108, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742433824515, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 1147, 'total_testcases': 1147, 'runtime_percentile': 96.06, 'status_memory': '20.1 MB', 'memory_percentile': 69.2806, 'pretty_lang': 'Python3', 'submission_id': '1579672959', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3119,sort-colors,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '3 ms', 'memory': 17864000, 'display_runtime': '3', 'question_id': '75', 'elapsed_time': 67, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742433901711, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 89, 'total_testcases': 89, 'runtime_percentile': 13.856300000000003, 'status_memory': '17.9 MB', 'memory_percentile': 33.7285, 'pretty_lang': 'Python3', 'submission_id': '1579673627', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3120,most-common-word,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '3 ms', 'memory': 17856000, 'display_runtime': '3', 'question_id': '837', 'elapsed_time': 58, 'compare_result': '1111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742433959891, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 49, 'total_testcases': 49, 'runtime_percentile': 66.0162, 'status_memory': '17.9 MB', 'memory_percentile': 47.4212, 'pretty_lang': 'Python3', 'submission_id': '1579674137', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3121,longest-substring-with-at-least-k-repeating-characters,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '1413 ms', 'memory': 55952000, 'display_runtime': '1413', 'question_id': '395', 'elapsed_time': 1478, 'compare_result': '11111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434044590, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 38, 'total_testcases': 38, 'runtime_percentile': 12.65619999999996, 'status_memory': '56 MB', 'memory_percentile': 18.213999999999935, 'pretty_lang': 'Python3', 'submission_id': '1579674826', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3122,find-the-middle-index-in-array,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '0 ms', 'memory': 17700000, 'display_runtime': '0', 'question_id': '2102', 'elapsed_time': 54, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434193156, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 294, 'total_testcases': 294, 'runtime_percentile': 100, 'status_memory': '17.7 MB', 'memory_percentile': 88.9623, 'pretty_lang': 'Python3', 'submission_id': '1579676133', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3123,maximum-depth-of-n-ary-tree,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '46 ms', 'memory': 19140000, 'question_id': '774', 'elapsed_time': 67, 'compare_result': '11111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434246334, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 38, 'total_testcases': 38, 'runtime_percentile': 60.829899999999974, 'status_memory': '19.1 MB', 'memory_percentile': 65.0266, 'pretty_lang': 'Python3', 'submission_id': '1579676534', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3124,minimum-cost-to-cut-a-stick,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '686 ms', 'memory': 21244000, 'display_runtime': '686', 'question_id': '1669', 'elapsed_time': 761, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434388460, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 101, 'total_testcases': 101, 'runtime_percentile': 60.11619999999994, 'status_memory': '21.2 MB', 'memory_percentile': 34.370999999999995, 'pretty_lang': 'Python3', 'submission_id': '1579677809', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3125,calculate-money-in-leetcode-bank,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '1 ms', 'memory': 17728000, 'display_runtime': '1', 'question_id': '1817', 'elapsed_time': 67, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434463474, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 106, 'total_testcases': 106, 'runtime_percentile': 51.7018, 'status_memory': '17.7 MB', 'memory_percentile': 60.9401, 'pretty_lang': 'Python3', 'submission_id': '1579678496', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3126,longest-subsequence-with-limited-sum,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '15 ms', 'memory': 18080000, 'display_runtime': '15', 'question_id': '2469', 'elapsed_time': 72, 'compare_result': '111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434708607, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 57, 'total_testcases': 57, 'runtime_percentile': 64.5866, 'status_memory': '18.1 MB', 'memory_percentile': 73.0158, 'pretty_lang': 'Python3', 'submission_id': '1579680686', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3127,maximum-number-of-moves-in-a-grid,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '83 ms', 'memory': 26760000, 'display_runtime': '83', 'question_id': '2794', 'elapsed_time': 165, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434769529, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 814, 'total_testcases': 814, 'runtime_percentile': 82.98370000000018, 'status_memory': '26.8 MB', 'memory_percentile': 86.24710000000002, 'pretty_lang': 'Python3', 'submission_id': '1579681223', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3128,course-schedule,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '8 ms', 'memory': 19520000, 'display_runtime': '8', 'question_id': '207', 'elapsed_time': 85, 'compare_result': '111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742434958609, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 54, 'total_testcases': 54, 'runtime_percentile': 26.199099999999998, 'status_memory': '19.5 MB', 'memory_percentile': 22.590999999999973, 'pretty_lang': 'Python3', 'submission_id': '1579682706', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3129,satisfiability-of-equality-equations,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '4 ms', 'memory': 18120000, 'display_runtime': '4', 'question_id': '1032', 'elapsed_time': 71, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742435040415, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 181, 'total_testcases': 181, 'runtime_percentile': 27.961999999999996, 'status_memory': '18.1 MB', 'memory_percentile': 16.587600000000005, 'pretty_lang': 'Python3', 'submission_id': '1579683416', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3130,convert-sorted-list-to-binary-search-tree,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '3 ms', 'memory': 22344000, 'display_runtime': '3', 'question_id': '109', 'elapsed_time': 77, 'compare_result': '11111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742435091288, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 32, 'total_testcases': 32, 'runtime_percentile': 99.8007, 'status_memory': '22.3 MB', 'memory_percentile': 7.873999999999993, 'pretty_lang': 'Python3', 'submission_id': '1579683839', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3131,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '83 ms', 'memory': 19276000, 'display_runtime': '83', 'question_id': '1485', 'elapsed_time': 137, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742435144834, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 69, 'total_testcases': 69, 'runtime_percentile': 93.82350000000007, 'status_memory': '19.3 MB', 'memory_percentile': 44.29750000000001, 'pretty_lang': 'Python3', 'submission_id': '1579684277', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3132,count-equal-and-divisible-pairs-in-an-array,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '7 ms', 'memory': 18072000, 'display_runtime': '7', 'question_id': '2277', 'elapsed_time': 90, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742435213615, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 238, 'total_testcases': 238, 'runtime_percentile': 96.46000000000001, 'status_memory': '18.1 MB', 'memory_percentile': 10.619499999999995, 'pretty_lang': 'Python3', 'submission_id': '1579684857', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3133,substrings-of-size-three-with-distinct-characters,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '0 ms', 'memory': 17836000, 'display_runtime': '0', 'question_id': '1987', 'elapsed_time': 54, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742435295538, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 160, 'total_testcases': 160, 'runtime_percentile': 100, 'status_memory': '17.8 MB', 'memory_percentile': 32.660100000000014, 'pretty_lang': 'Python3', 'submission_id': '1579685533', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3135,next-greater-element-iv,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '107 ms', 'memory': 31148000, 'display_runtime': '107', 'question_id': '2549', 'elapsed_time': 196, 'compare_result': '111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742436021719, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 51, 'total_testcases': 51, 'runtime_percentile': 72.10879999999995, 'status_memory': '31.1 MB', 'memory_percentile': 42.85719999999999, 'pretty_lang': 'Python3', 'submission_id': '1579691882', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3136,minimum-obstacle-removal-to-reach-corner,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '913 ms', 'memory': 44972000, 'display_runtime': '913', 'question_id': '2375', 'elapsed_time': 1029, 'compare_result': '111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742440558089, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 54, 'total_testcases': 54, 'runtime_percentile': 84.58320000000006, 'status_memory': '45 MB', 'memory_percentile': 59.21809999999998, 'pretty_lang': 'Python3', 'submission_id': '1579733222', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3137,linked-list-in-binary-tree,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '9 ms', 'memory': 18664000, 'display_runtime': '9', 'question_id': '1484', 'elapsed_time': 107, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742440646623, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 68, 'total_testcases': 68, 'runtime_percentile': 89.4936, 'status_memory': '18.7 MB', 'memory_percentile': 57.34189999999999, 'pretty_lang': 'Python3', 'submission_id': '1579734182', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3138,stone-game-vi,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '203 ms', 'memory': 30112000, 'display_runtime': '203', 'question_id': '1788', 'elapsed_time': 283, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742440736895, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 95, 'total_testcases': 95, 'runtime_percentile': 48.85119999999992, 'status_memory': '30.1 MB', 'memory_percentile': 75.86229999999995, 'pretty_lang': 'Python3', 'submission_id': '1579735111', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3139,find-the-array-concatenation-value,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '3 ms', 'memory': 17852000, 'display_runtime': '3', 'question_id': '2698', 'elapsed_time': 58, 'compare_result': '11111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742440788889, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 53, 'total_testcases': 53, 'runtime_percentile': 60.7873, 'status_memory': '17.9 MB', 'memory_percentile': 58.5827, 'pretty_lang': 'Python3', 'submission_id': '1579735675', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3140,check-if-every-row-and-column-contains-all-numbers,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '33 ms', 'memory': 18420000, 'display_runtime': '33', 'question_id': '2254', 'elapsed_time': 150, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742440864129, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 227, 'total_testcases': 227, 'runtime_percentile': 50.4589, 'status_memory': '18.4 MB', 'memory_percentile': 76.70599999999999, 'pretty_lang': 'Python3', 'submission_id': '1579736475', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3141,maximum-gap,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '120 ms', 'memory': 29556000, 'display_runtime': '120', 'question_id': '164', 'elapsed_time': 203, 'compare_result': '11111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742440934539, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 44, 'total_testcases': 44, 'runtime_percentile': 94.97330000000002, 'status_memory': '29.6 MB', 'memory_percentile': 47.448199999999986, 'pretty_lang': 'Python3', 'submission_id': '1579737193', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3142,minimum-index-sum-of-two-lists,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '7 ms', 'memory': 18156000, 'display_runtime': '7', 'question_id': '599', 'elapsed_time': 64, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742441023012, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 137, 'total_testcases': 137, 'runtime_percentile': 78.21650000000001, 'status_memory': '18.2 MB', 'memory_percentile': 72.36520000000002, 'pretty_lang': 'Python3', 'submission_id': '1579738127', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3143,median-of-two-sorted-arrays,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '0 ms', 'memory': 18288000, 'display_runtime': '0', 'question_id': '4', 'elapsed_time': 73, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742441108308, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 2096, 'total_testcases': 2096, 'runtime_percentile': 100, 'status_memory': '18.3 MB', 'memory_percentile': 20.731099999999987, 'pretty_lang': 'Python3', 'submission_id': '1579739030', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3145,make-costs-of-paths-equal-in-a-binary-tree,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '294 ms', 'memory': 46624000, 'display_runtime': '294', 'question_id': '2780', 'elapsed_time': 377, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742441922223, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 1565, 'total_testcases': 1565, 'runtime_percentile': 38.67619999999989, 'status_memory': '46.6 MB', 'memory_percentile': 6.9411999999999665, 'pretty_lang': 'Python3', 'submission_id': '1579747876', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3146,minimum-difference-between-highest-and-lowest-of-k-scores,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '3 ms', 'memory': 18008000, 'display_runtime': '3', 'question_id': '2112', 'elapsed_time': 65, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742441990681, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 118, 'total_testcases': 118, 'runtime_percentile': 97.9803, 'status_memory': '18 MB', 'memory_percentile': 22.0689, 'pretty_lang': 'Python3', 'submission_id': '1579748681', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3147,partition-string-into-substrings-with-values-at-most-k,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '84 ms', 'memory': 18212000, 'display_runtime': '84', 'question_id': '2511', 'elapsed_time': 157, 'compare_result': '11111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742442044850, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 56, 'total_testcases': 56, 'runtime_percentile': 39.28610000000001, 'status_memory': '18.2 MB', 'memory_percentile': 33.673500000000004, 'pretty_lang': 'Python3', 'submission_id': '1579749371', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3148,maximum-depth-of-binary-tree,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '4 ms', 'memory': 19148000, 'display_runtime': '4', 'question_id': '104', 'elapsed_time': 72, 'compare_result': '111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742442100590, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 39, 'total_testcases': 39, 'runtime_percentile': 13.057799999999993, 'status_memory': '19.1 MB', 'memory_percentile': 29.782300000000006, 'pretty_lang': 'Python3', 'submission_id': '1579750081', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3149,making-file-names-unique,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '60 ms', 'memory': 37380000, 'display_runtime': '60', 'question_id': '1611', 'elapsed_time': 195, 'compare_result': '1111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742442178222, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 34, 'total_testcases': 34, 'runtime_percentile': 58.861099999999965, 'status_memory': '37.4 MB', 'memory_percentile': 64.5572999999999, 'pretty_lang': 'Python3', 'submission_id': '1579751156', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3151,longest-cycle-in-a-graph,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '91 ms', 'memory': 29904000, 'display_runtime': '91', 'question_id': '2439', 'elapsed_time': 184, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742442909272, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 81, 'total_testcases': 81, 'runtime_percentile': 99.01960000000001, 'status_memory': '29.9 MB', 'memory_percentile': 91.83000000000003, 'pretty_lang': 'Python3', 'submission_id': '1579761584', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
3152,best-time-to-buy-and-sell-stock-ii,True,Accepted,"{'status_code': 10, 'lang': 'python3', 'run_success': True, 'status_runtime': '0 ms', 'memory': 18988000, 'display_runtime': '0', 'question_id': '122', 'elapsed_time': 58, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742442966987, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 202, 'total_testcases': 202, 'runtime_percentile': 100, 'status_memory': '19 MB', 'memory_percentile': 27.975399999999983, 'pretty_lang': 'Python3', 'submission_id': '1579762477', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
